"acc","accept_status","accuracy","average_response_time","avg_rt","background","bidi","canvas_backend","checkbox_status","clock_backend","color_backend","compensation","coordinates","correct","correct_block_activation","correct_block_exit","correct_instructions_1","correct_instructions_2","correct_keyboard_response","correct_response","count_block_activation","count_block_exit","count_block_info_QA","count_e_block_loop","count_e_block_sequence","count_end_of_experiment","count_experiment","count_experimental_loop","count_form_consent","count_info_forms","count_instructions_1","count_instructions_2","count_keyboard_response","count_listen_message","count_logger","count_p_block_loop","count_p_block_sequence","count_p_feedback","count_personal_details_form_1","count_personal_details_form_2","count_post_loop_blank","count_practice_loop","count_pre_e_block_message","count_pre_p_block_message","count_reset_feedback","count_stimulus_image","count_stimulus_sound","count_timeout_message","count_timeout_sound","count_trial_sequence","datetime","description","disable_garbage_collection","experiment_file","experiment_path","expyriment_opengl","font_bold","font_family","font_italic","font_size","font_underline","foreground","form_clicks","form_response","fullscreen","height","keyboard_backend","live_row","live_row_p_block_loop","live_row_practice_loop","logfile","mouse_backend","opensesame_codename","opensesame_version","osf_always_upload_data","osf_always_upload_experiment","osf_datanode_id","osf_id","practice","pygame_doublebuf","repeat_cycle","response","response_block_activation","response_block_exit","response_block_info_QA","response_instructions_1","response_instructions_2","response_keyboard_response","response_time","response_time_block_activation","response_time_block_exit","response_time_block_info_QA","response_time_instructions_1","response_time_instructions_2","response_time_keyboard_response","round_decimals","sampler_backend","sound_buf_size","sound_channels","sound_freq","sound_sample_size","start","stimulus","subject_age","subject_birth","subject_education","subject_gender","subject_handedness","subject_language_native","subject_language_other","subject_nr","subject_parity","subject_residence","time_block_activation","time_block_exit","time_block_info_QA","time_e_block_loop","time_e_block_sequence","time_end_of_experiment","time_experiment","time_experimental_loop","time_form_consent","time_info_forms","time_instructions_1","time_instructions_2","time_keyboard_response","time_listen_message","time_logger","time_p_block_loop","time_p_block_sequence","time_p_feedback","time_personal_details_form_1","time_personal_details_form_2","time_post_loop_blank","time_practice_loop","time_pre_e_block_message","time_pre_p_block_message","time_reset_feedback","time_stimulus_image","time_stimulus_sound","time_timeout_message","time_timeout_sound","time_trial_sequence","title","total_correct","total_response_time","total_responses","uniform_coordinates","width"
"100","yes","100","2945","2945","white","no","xpyriment","I have read and understood the information shown above","legacy","legacy","0","uniform","1","0","NA","undefined","undefined","1","f","0","0","NA","NA","NA","NA","0","0","0","0","0","0","0","0","0","0","0","NA","0","0","0","0","NA","0","0","0","0","0","0","0","Wed Jun 28 14:34:16 2017","Forced-choice identification task with a practice and an experimental phase","yes","NAP-FC_GER_AA_ver-1.osexp","/Users/aviadalbert/Documents/Academisch/UoC/Dissertation/Experiment/OpenSesame/NAP-FC/NAP-FC_GER_AA/GER_AA_ver-1","yes","no","sans","no","20","no","black","no","Next","yes","768","legacy","0","0","0","/Users/aviadalbert/Documents/Academisch/UoC/Dissertation/Experiment/OpenSesame/NAP-FC/NAP-FC_GER_AA/GER_AA_ver-1/subject-1.csv","xpyriment","Jazzy James","3.1.6","yes","yes","59504085b83f69022b47a751","595041f76c613b022ae3ecdb","yes","no","0","f","f","NA","NA","return","k","f","2945","12945","NA","NA","21581","10610","2945","2","legacy","1024","1","44100","-16","experiment","flal","21","dueseldorf","1","1","1","german","english,italian,greek","1","odd","duesseldorf","151684","NA","NA","NA","NA","NA","1630","NA","1630","1630","119202","140787","166340","164835","169286","164630","151681","NA","28475","100816","NA","151465","NA","151684","NA","166340","166340","NA","NA","164832","NAP perception","1","2945","1","yes","1024"
"100","yes","100","2140","2140","white","no","xpyriment","I have read and understood the information shown above","legacy","legacy","0","uniform","1","0","NA","undefined","undefined","1","j","0","0","NA","NA","NA","NA","0","0","0","0","0","0","1","1","1","0","0","NA","0","0","0","0","NA","0","0","1","1","1","1","1","Wed Jun 28 14:34:16 2017","Forced-choice identification task with a practice and an experimental phase","yes","NAP-FC_GER_AA_ver-1.osexp","/Users/aviadalbert/Documents/Academisch/UoC/Dissertation/Experiment/OpenSesame/NAP-FC/NAP-FC_GER_AA/GER_AA_ver-1","yes","no","sans","no","20","no","black","no","Next","yes","768","legacy","1","1","0","/Users/aviadalbert/Documents/Academisch/UoC/Dissertation/Experiment/OpenSesame/NAP-FC/NAP-FC_GER_AA/GER_AA_ver-1/subject-1.csv","xpyriment","Jazzy James","3.1.6","yes","yes","59504085b83f69022b47a751","595041f76c613b022ae3ecdb","yes","no","0","j","f","NA","NA","return","k","j","1335","12945","NA","NA","21581","10610","1335","2","legacy","1024","1","44100","-16","experiment","lepal","21","dueseldorf","1","1","1","german","english,italian,greek","1","odd","duesseldorf","151684","NA","NA","NA","NA","NA","1630","NA","1630","1630","119202","140787","171059","169553","172395","164630","151681","NA","28475","100816","NA","151465","NA","151684","NA","171059","171059","NA","NA","169549","NAP perception","2","4280","2","yes","1024"
"100","yes","100","2036.66666667","2036.66666667","white","no","xpyriment","I have read and understood the information shown above","legacy","legacy","0","uniform","1","0","NA","undefined","undefined","1","j","0","0","NA","NA","NA","NA","0","0","0","0","0","0","2","2","2","0","0","NA","0","0","0","0","NA","0","0","2","2","2","2","2","Wed Jun 28 14:34:16 2017","Forced-choice identification task with a practice and an experimental phase","yes","NAP-FC_GER_AA_ver-1.osexp","/Users/aviadalbert/Documents/Academisch/UoC/Dissertation/Experiment/OpenSesame/NAP-FC/NAP-FC_GER_AA/GER_AA_ver-1","yes","no","sans","no","20","no","black","no","Next","yes","768","legacy","2","2","0","/Users/aviadalbert/Documents/Academisch/UoC/Dissertation/Experiment/OpenSesame/NAP-FC/NAP-FC_GER_AA/GER_AA_ver-1/subject-1.csv","xpyriment","Jazzy James","3.1.6","yes","yes","59504085b83f69022b47a751","595041f76c613b022ae3ecdb","yes","no","0","j","f","NA","NA","return","k","j","1830","12945","NA","NA","21581","10610","1830","2","legacy","1024","1","44100","-16","experiment","emtal","21","dueseldorf","1","1","1","german","english,italian,greek","1","odd","duesseldorf","151684","NA","NA","NA","NA","NA","1630","NA","1630","1630","119202","140787","174179","172675","176010","164630","151681","NA","28475","100816","NA","151465","NA","151684","NA","174179","174179","NA","NA","172671","NAP perception","3","6110","3","yes","1024"
"100","yes","100","1962.5","1962.5","white","no","xpyriment","I have read and understood the information shown above","legacy","legacy","0","uniform","1","0","NA","undefined","undefined","1","f","0","0","NA","NA","NA","NA","0","0","0","0","0","0","3","3","3","0","0","NA","0","0","0","0","NA","0","0","3","3","3","3","3","Wed Jun 28 14:34:16 2017","Forced-choice identification task with a practice and an experimental phase","yes","NAP-FC_GER_AA_ver-1.osexp","/Users/aviadalbert/Documents/Academisch/UoC/Dissertation/Experiment/OpenSesame/NAP-FC/NAP-FC_GER_AA/GER_AA_ver-1","yes","no","sans","no","20","no","black","no","Next","yes","768","legacy","3","3","0","/Users/aviadalbert/Documents/Academisch/UoC/Dissertation/Experiment/OpenSesame/NAP-FC/NAP-FC_GER_AA/GER_AA_ver-1/subject-1.csv","xpyriment","Jazzy James","3.1.6","yes","yes","59504085b83f69022b47a751","595041f76c613b022ae3ecdb","yes","no","0","f","f","NA","NA","return","k","f","1740","12945","NA","NA","21581","10610","1740","2","legacy","1024","1","44100","-16","experiment","ʃpal","21","dueseldorf","1","1","1","german","english,italian,greek","1","odd","duesseldorf","151684","NA","NA","NA","NA","NA","1630","NA","1630","1630","119202","140787","177784","176279","179525","164630","151681","NA","28475","100816","NA","151465","NA","151684","NA","177784","177784","NA","NA","176275","NAP perception","4","7850","4","yes","1024"
"80","yes","80","2170","2170","white","no","xpyriment","I have read and understood the information shown above","legacy","legacy","0","uniform","0","0","NA","undefined","undefined","0","j","0","0","NA","NA","NA","NA","0","0","0","0","0","0","4","4","4","0","0","NA","0","0","0","0","NA","0","0","4","4","4","4","4","Wed Jun 28 14:34:16 2017","Forced-choice identification task with a practice and an experimental phase","yes","NAP-FC_GER_AA_ver-1.osexp","/Users/aviadalbert/Documents/Academisch/UoC/Dissertation/Experiment/OpenSesame/NAP-FC/NAP-FC_GER_AA/GER_AA_ver-1","yes","no","sans","no","20","no","black","no","Next","yes","768","legacy","4","4","0","/Users/aviadalbert/Documents/Academisch/UoC/Dissertation/Experiment/OpenSesame/NAP-FC/NAP-FC_GER_AA/GER_AA_ver-1/subject-1.csv","xpyriment","Jazzy James","3.1.6","yes","yes","59504085b83f69022b47a751","595041f76c613b022ae3ecdb","yes","no","0","None","f","NA","NA","return","k","None","3000","12945","NA","NA","21581","10610","3000","2","legacy","1024","1","44100","-16","experiment","nefal","21","dueseldorf","1","1","1","german","english,italian,greek","1","odd","duesseldorf","151684","NA","NA","NA","NA","NA","1630","NA","1630","1630","119202","140787","181297","179793","185300","164630","151681","NA","28475","100816","NA","151465","NA","151684","NA","181297","181297","184300","184297","179790","NAP perception","4","10850","5","yes","1024"
"83.3333333333","yes","83.3333333333","2041.83333333","2041.83333333","white","no","xpyriment","I have read and understood the information shown above","legacy","legacy","0","uniform","1","0","NA","undefined","undefined","1","f","0","0","NA","NA","NA","NA","0","0","0","0","0","0","5","5","5","0","0","NA","0","0","0","0","NA","0","0","5","5","5","5","5","Wed Jun 28 14:34:16 2017","Forced-choice identification task with a practice and an experimental phase","yes","NAP-FC_GER_AA_ver-1.osexp","/Users/aviadalbert/Documents/Academisch/UoC/Dissertation/Experiment/OpenSesame/NAP-FC/NAP-FC_GER_AA/GER_AA_ver-1","yes","no","sans","no","20","no","black","no","Next","yes","768","legacy","5","5","0","/Users/aviadalbert/Documents/Academisch/UoC/Dissertation/Experiment/OpenSesame/NAP-FC/NAP-FC_GER_AA/GER_AA_ver-1/subject-1.csv","xpyriment","Jazzy James","3.1.6","yes","yes","59504085b83f69022b47a751","595041f76c613b022ae3ecdb","yes","no","0","f","f","NA","NA","return","k","f","1401","12945","NA","NA","21581","10610","1401","2","legacy","1024","1","44100","-16","experiment","sfal","21","dueseldorf","1","1","1","german","english,italian,greek","1","odd","duesseldorf","151684","NA","NA","NA","NA","NA","1630","NA","1630","1630","119202","140787","187063","185560","188465","164630","151681","NA","28475","100816","NA","151465","NA","151684","NA","187063","187063","184300","184297","185555","NAP perception","5","12251","6","yes","1024"
"71.4285714286","yes","71.4285714286","1930.85714286","1930.85714286","white","no","xpyriment","I have read and understood the information shown above","legacy","legacy","0","uniform","0","0","NA","undefined","undefined","0","f","0","0","NA","NA","NA","NA","0","0","0","0","0","0","6","6","6","0","0","NA","0","0","0","0","NA","0","0","6","6","6","6","6","Wed Jun 28 14:34:16 2017","Forced-choice identification task with a practice and an experimental phase","yes","NAP-FC_GER_AA_ver-1.osexp","/Users/aviadalbert/Documents/Academisch/UoC/Dissertation/Experiment/OpenSesame/NAP-FC/NAP-FC_GER_AA/GER_AA_ver-1","yes","no","sans","no","20","no","black","no","Next","yes","768","legacy","6","6","0","/Users/aviadalbert/Documents/Academisch/UoC/Dissertation/Experiment/OpenSesame/NAP-FC/NAP-FC_GER_AA/GER_AA_ver-1/subject-1.csv","xpyriment","Jazzy James","3.1.6","yes","yes","59504085b83f69022b47a751","595041f76c613b022ae3ecdb","yes","no","0","j","f","NA","NA","return","k","j","1265","12945","NA","NA","21581","10610","1265","2","legacy","1024","1","44100","-16","experiment","zmal","21","dueseldorf","1","1","1","german","english,italian,greek","1","odd","duesseldorf","151684","NA","NA","NA","NA","NA","1630","NA","1630","1630","119202","140787","190233","188730","191499","164630","151681","NA","28475","100816","NA","151465","NA","151684","NA","190233","190233","184300","184297","188726","NAP perception","5","13516","7","yes","1024"
"75","yes","75","1807.625","1807.625","white","no","xpyriment","I have read and understood the information shown above","legacy","legacy","0","uniform","1","0","NA","undefined","undefined","1","j","0","0","NA","NA","NA","NA","0","0","0","0","0","0","7","7","7","0","0","NA","0","0","0","0","NA","0","0","7","7","7","7","7","Wed Jun 28 14:34:16 2017","Forced-choice identification task with a practice and an experimental phase","yes","NAP-FC_GER_AA_ver-1.osexp","/Users/aviadalbert/Documents/Academisch/UoC/Dissertation/Experiment/OpenSesame/NAP-FC/NAP-FC_GER_AA/GER_AA_ver-1","yes","no","sans","no","20","no","black","no","Next","yes","768","legacy","7","7","0","/Users/aviadalbert/Documents/Academisch/UoC/Dissertation/Experiment/OpenSesame/NAP-FC/NAP-FC_GER_AA/GER_AA_ver-1/subject-1.csv","xpyriment","Jazzy James","3.1.6","yes","yes","59504085b83f69022b47a751","595041f76c613b022ae3ecdb","yes","no","0","j","f","NA","NA","return","k","j","945","12945","NA","NA","21581","10610","945","2","legacy","1024","1","44100","-16","experiment","jeval","21","dueseldorf","1","1","1","german","english,italian,greek","1","odd","duesseldorf","151684","NA","NA","NA","NA","NA","1630","NA","1630","1630","119202","140787","193284","191781","194230","164630","151681","NA","28475","100816","NA","151465","NA","151684","NA","193284","193284","184300","184297","191777","NAP perception","6","14461","8","yes","1024"
"77.7777777778","yes","77.7777777778","1699.77777778","1699.77777778","white","no","xpyriment","I have read and understood the information shown above","legacy","legacy","0","uniform","1","0","NA","undefined","undefined","1","j","0","0","NA","NA","NA","NA","0","0","0","0","0","0","8","8","8","0","0","NA","0","0","0","0","NA","0","0","8","8","8","8","8","Wed Jun 28 14:34:16 2017","Forced-choice identification task with a practice and an experimental phase","yes","NAP-FC_GER_AA_ver-1.osexp","/Users/aviadalbert/Documents/Academisch/UoC/Dissertation/Experiment/OpenSesame/NAP-FC/NAP-FC_GER_AA/GER_AA_ver-1","yes","no","sans","no","20","no","black","no","Next","yes","768","legacy","8","8","0","/Users/aviadalbert/Documents/Academisch/UoC/Dissertation/Experiment/OpenSesame/NAP-FC/NAP-FC_GER_AA/GER_AA_ver-1/subject-1.csv","xpyriment","Jazzy James","3.1.6","yes","yes","59504085b83f69022b47a751","595041f76c613b022ae3ecdb","yes","no","0","j","f","NA","NA","return","k","j","837","12945","NA","NA","21581","10610","837","2","legacy","1024","1","44100","-16","experiment","enval","21","dueseldorf","1","1","1","german","english,italian,greek","1","odd","duesseldorf","151684","NA","NA","NA","NA","NA","1630","NA","1630","1630","119202","140787","196002","194500","196840","164630","151681","NA","28475","100816","NA","151465","NA","151684","NA","196002","196002","184300","184297","194496","NAP perception","7","15298","9","yes","1024"
"80","yes","80","1659.1","1659.1","white","no","xpyriment","I have read and understood the information shown above","legacy","legacy","0","uniform","1","0","NA","undefined","undefined","1","f","0","0","NA","NA","NA","NA","0","0","0","0","0","0","9","9","9","0","0","NA","0","0","0","0","NA","0","0","9","9","9","9","9","Wed Jun 28 14:34:16 2017","Forced-choice identification task with a practice and an experimental phase","yes","NAP-FC_GER_AA_ver-1.osexp","/Users/aviadalbert/Documents/Academisch/UoC/Dissertation/Experiment/OpenSesame/NAP-FC/NAP-FC_GER_AA/GER_AA_ver-1","yes","no","sans","no","20","no","black","no","Next","yes","768","legacy","9","9","0","/Users/aviadalbert/Documents/Academisch/UoC/Dissertation/Experiment/OpenSesame/NAP-FC/NAP-FC_GER_AA/GER_AA_ver-1/subject-1.csv","xpyriment","Jazzy James","3.1.6","yes","yes","59504085b83f69022b47a751","595041f76c613b022ae3ecdb","yes","no","0","f","f","NA","NA","return","k","f","1293","12945","NA","NA","21581","10610","1293","2","legacy","1024","1","44100","-16","experiment","vlal","21","dueseldorf","1","1","1","german","english,italian,greek","1","odd","duesseldorf","151684","NA","NA","NA","NA","NA","1630","NA","1630","1630","119202","140787","198620","197115","199914","164630","151681","NA","28475","100816","NA","151465","NA","151684","NA","198619","198620","184300","184297","197111","NAP perception","8","16591","10","yes","1024"
