"acc","accept_status","accuracy","average_response_time","avg_rt","background","bidi","canvas_backend","checkbox_status","clock_backend","color_backend","compensation","coordinates","correct","correct_block_activation","correct_block_exit","correct_instructions_1","correct_instructions_2","correct_keyboard_response","correct_response","count_block_activation","count_block_exit","count_block_info_QA","count_e_block_loop","count_e_block_sequence","count_end_of_experiment","count_experiment","count_experimental_loop","count_form_consent","count_info_forms","count_instructions_1","count_instructions_2","count_keyboard_response","count_listen_message","count_logger","count_p_block_loop","count_p_block_sequence","count_p_feedback","count_personal_details_form_1","count_personal_details_form_2","count_post_loop_blank","count_practice_loop","count_pre_e_block_message","count_pre_p_block_message","count_reset_feedback","count_stimulus_image","count_stimulus_sound","count_timeout_message","count_timeout_sound","count_trial_sequence","datetime","description","disable_garbage_collection","experiment_file","experiment_path","expyriment_opengl","font_bold","font_family","font_italic","font_size","font_underline","foreground","form_clicks","form_response","fullscreen","height","keyboard_backend","live_row","live_row_p_block_loop","live_row_practice_loop","logfile","mouse_backend","opensesame_codename","opensesame_version","osf_always_upload_data","osf_always_upload_experiment","osf_datanode_id","osf_id","practice","pygame_doublebuf","repeat_cycle","response","response_block_activation","response_block_exit","response_block_info_QA","response_instructions_1","response_instructions_2","response_keyboard_response","response_time","response_time_block_activation","response_time_block_exit","response_time_block_info_QA","response_time_instructions_1","response_time_instructions_2","response_time_keyboard_response","round_decimals","sampler_backend","sound_buf_size","sound_channels","sound_freq","sound_sample_size","start","stimulus","subject_age","subject_birth","subject_education","subject_gender","subject_handedness","subject_language_native","subject_language_other","subject_nr","subject_parity","subject_residence","time_block_activation","time_block_exit","time_block_info_QA","time_e_block_loop","time_e_block_sequence","time_end_of_experiment","time_experiment","time_experimental_loop","time_form_consent","time_info_forms","time_instructions_1","time_instructions_2","time_keyboard_response","time_listen_message","time_logger","time_p_block_loop","time_p_block_sequence","time_p_feedback","time_personal_details_form_1","time_personal_details_form_2","time_post_loop_blank","time_practice_loop","time_pre_e_block_message","time_pre_p_block_message","time_reset_feedback","time_stimulus_image","time_stimulus_sound","time_timeout_message","time_timeout_sound","time_trial_sequence","title","total_correct","total_response_time","total_responses","uniform_coordinates","width"
"0","yes","0","1439","1439","white","no","xpyriment","I have read and understood the information shown above","legacy","legacy","0","uniform","0","0","NA","undefined","undefined","0","f","0","0","NA","NA","NA","NA","0","0","0","0","0","0","0","0","0","0","0","NA","0","0","0","0","NA","0","0","0","0","0","0","0","Wed Jun 28 15:06:53 2017","Forced-choice identification task with a practice and an experimental phase","yes","NAP-FC_GER_AA_ver-2.osexp","/Users/aviadalbert/Documents/Academisch/UoC/Dissertation/Experiment/OpenSesame/NAP-FC/NAP-FC_GER_AA/GER_AA_ver-2","yes","no","sans","no","20","no","black","no","Next","yes","768","legacy","0","0","0","/Users/aviadalbert/Documents/Academisch/UoC/Dissertation/Experiment/OpenSesame/NAP-FC/NAP-FC_GER_AA/GER_AA_ver-2/subject-2.csv","xpyriment","Jazzy James","3.1.6","yes","yes","5950408a6c613b0229e3e810","59504237594d9002288b1720","yes","no","0","j","f","NA","NA","space","space","j","1439","22303","NA","NA","19749","10590","1439","2","legacy","1024","1","44100","-16","experiment","flal","24","Regensburg","1","0","1","German","English, Spanish Italian, French","2","even","Cologne, Munich","191131","NA","NA","NA","NA","NA","1474","NA","1475","1475","160510","180264","215149","213642","216589","213435","191127","NA","29540","134802","NA","190917","NA","191131","NA","215149","215149","NA","NA","213639","NAP perception","0","1439","1","yes","1024"
"50","yes","50","1140.5","1140.5","white","no","xpyriment","I have read and understood the information shown above","legacy","legacy","0","uniform","1","0","NA","undefined","undefined","1","j","0","0","NA","NA","NA","NA","0","0","0","0","0","0","1","1","1","0","0","NA","0","0","0","0","NA","0","0","1","1","1","1","1","Wed Jun 28 15:06:53 2017","Forced-choice identification task with a practice and an experimental phase","yes","NAP-FC_GER_AA_ver-2.osexp","/Users/aviadalbert/Documents/Academisch/UoC/Dissertation/Experiment/OpenSesame/NAP-FC/NAP-FC_GER_AA/GER_AA_ver-2","yes","no","sans","no","20","no","black","no","Next","yes","768","legacy","1","1","0","/Users/aviadalbert/Documents/Academisch/UoC/Dissertation/Experiment/OpenSesame/NAP-FC/NAP-FC_GER_AA/GER_AA_ver-2/subject-2.csv","xpyriment","Jazzy James","3.1.6","yes","yes","5950408a6c613b0229e3e810","59504237594d9002288b1720","yes","no","0","j","f","NA","NA","space","space","j","842","22303","NA","NA","19749","10590","842","2","legacy","1024","1","44100","-16","experiment","lepal","24","Regensburg","1","0","1","German","English, Spanish Italian, French","2","even","Cologne, Munich","191131","NA","NA","NA","NA","NA","1474","NA","1475","1475","160510","180264","218357","216853","219200","213435","191127","NA","29540","134802","NA","190917","NA","191131","NA","218357","218357","NA","NA","216849","NAP perception","1","2281","2","yes","1024"
"66.6666666667","yes","66.6666666667","1049.33333333","1049.33333333","white","no","xpyriment","I have read and understood the information shown above","legacy","legacy","0","uniform","1","0","NA","undefined","undefined","1","j","0","0","NA","NA","NA","NA","0","0","0","0","0","0","2","2","2","0","0","NA","0","0","0","0","NA","0","0","2","2","2","2","2","Wed Jun 28 15:06:53 2017","Forced-choice identification task with a practice and an experimental phase","yes","NAP-FC_GER_AA_ver-2.osexp","/Users/aviadalbert/Documents/Academisch/UoC/Dissertation/Experiment/OpenSesame/NAP-FC/NAP-FC_GER_AA/GER_AA_ver-2","yes","no","sans","no","20","no","black","no","Next","yes","768","legacy","2","2","0","/Users/aviadalbert/Documents/Academisch/UoC/Dissertation/Experiment/OpenSesame/NAP-FC/NAP-FC_GER_AA/GER_AA_ver-2/subject-2.csv","xpyriment","Jazzy James","3.1.6","yes","yes","5950408a6c613b0229e3e810","59504237594d9002288b1720","yes","no","0","j","f","NA","NA","space","space","j","867","22303","NA","NA","19749","10590","867","2","legacy","1024","1","44100","-16","experiment","emtal","24","Regensburg","1","0","1","German","English, Spanish Italian, French","2","even","Cologne, Munich","191131","NA","NA","NA","NA","NA","1474","NA","1475","1475","160510","180264","220979","219471","221847","213435","191127","NA","29540","134802","NA","190917","NA","191131","NA","220979","220979","NA","NA","219467","NAP perception","2","3148","3","yes","1024"
"75","yes","75","952","952","white","no","xpyriment","I have read and understood the information shown above","legacy","legacy","0","uniform","1","0","NA","undefined","undefined","1","f","0","0","NA","NA","NA","NA","0","0","0","0","0","0","3","3","3","0","0","NA","0","0","0","0","NA","0","0","3","3","3","3","3","Wed Jun 28 15:06:53 2017","Forced-choice identification task with a practice and an experimental phase","yes","NAP-FC_GER_AA_ver-2.osexp","/Users/aviadalbert/Documents/Academisch/UoC/Dissertation/Experiment/OpenSesame/NAP-FC/NAP-FC_GER_AA/GER_AA_ver-2","yes","no","sans","no","20","no","black","no","Next","yes","768","legacy","3","3","0","/Users/aviadalbert/Documents/Academisch/UoC/Dissertation/Experiment/OpenSesame/NAP-FC/NAP-FC_GER_AA/GER_AA_ver-2/subject-2.csv","xpyriment","Jazzy James","3.1.6","yes","yes","5950408a6c613b0229e3e810","59504237594d9002288b1720","yes","no","0","f","f","NA","NA","space","space","f","660","22303","NA","NA","19749","10590","660","2","legacy","1024","1","44100","-16","experiment","ʃpal","24","Regensburg","1","0","1","German","English, Spanish Italian, French","2","even","Cologne, Munich","191131","NA","NA","NA","NA","NA","1474","NA","1475","1475","160510","180264","223626","222119","224287","213435","191127","NA","29540","134802","NA","190917","NA","191131","NA","223625","223625","NA","NA","222115","NAP perception","3","3808","4","yes","1024"
"80","yes","80","886.6","886.6","white","no","xpyriment","I have read and understood the information shown above","legacy","legacy","0","uniform","1","0","NA","undefined","undefined","1","j","0","0","NA","NA","NA","NA","0","0","0","0","0","0","4","4","4","0","0","NA","0","0","0","0","NA","0","0","4","4","4","4","4","Wed Jun 28 15:06:53 2017","Forced-choice identification task with a practice and an experimental phase","yes","NAP-FC_GER_AA_ver-2.osexp","/Users/aviadalbert/Documents/Academisch/UoC/Dissertation/Experiment/OpenSesame/NAP-FC/NAP-FC_GER_AA/GER_AA_ver-2","yes","no","sans","no","20","no","black","no","Next","yes","768","legacy","4","4","0","/Users/aviadalbert/Documents/Academisch/UoC/Dissertation/Experiment/OpenSesame/NAP-FC/NAP-FC_GER_AA/GER_AA_ver-2/subject-2.csv","xpyriment","Jazzy James","3.1.6","yes","yes","5950408a6c613b0229e3e810","59504237594d9002288b1720","yes","no","0","j","f","NA","NA","space","space","j","625","22303","NA","NA","19749","10590","625","2","legacy","1024","1","44100","-16","experiment","nefal","24","Regensburg","1","0","1","German","English, Spanish Italian, French","2","even","Cologne, Munich","191131","NA","NA","NA","NA","NA","1474","NA","1475","1475","160510","180264","226066","224562","226692","213435","191127","NA","29540","134802","NA","190917","NA","191131","NA","226066","226066","NA","NA","224558","NAP perception","4","4433","5","yes","1024"
"83.3333333333","yes","83.3333333333","852.666666667","852.666666667","white","no","xpyriment","I have read and understood the information shown above","legacy","legacy","0","uniform","1","0","NA","undefined","undefined","1","f","0","0","NA","NA","NA","NA","0","0","0","0","0","0","5","5","5","0","0","NA","0","0","0","0","NA","0","0","5","5","5","5","5","Wed Jun 28 15:06:53 2017","Forced-choice identification task with a practice and an experimental phase","yes","NAP-FC_GER_AA_ver-2.osexp","/Users/aviadalbert/Documents/Academisch/UoC/Dissertation/Experiment/OpenSesame/NAP-FC/NAP-FC_GER_AA/GER_AA_ver-2","yes","no","sans","no","20","no","black","no","Next","yes","768","legacy","5","5","0","/Users/aviadalbert/Documents/Academisch/UoC/Dissertation/Experiment/OpenSesame/NAP-FC/NAP-FC_GER_AA/GER_AA_ver-2/subject-2.csv","xpyriment","Jazzy James","3.1.6","yes","yes","5950408a6c613b0229e3e810","59504237594d9002288b1720","yes","no","0","f","f","NA","NA","space","space","f","683","22303","NA","NA","19749","10590","683","2","legacy","1024","1","44100","-16","experiment","sfal","24","Regensburg","1","0","1","German","English, Spanish Italian, French","2","even","Cologne, Munich","191131","NA","NA","NA","NA","NA","1474","NA","1475","1475","160510","180264","228468","226964","229153","213435","191127","NA","29540","134802","NA","190917","NA","191131","NA","228468","228468","NA","NA","226960","NAP perception","5","5116","6","yes","1024"
"71.4285714286","yes","71.4285714286","820.142857143","820.142857143","white","no","xpyriment","I have read and understood the information shown above","legacy","legacy","0","uniform","0","0","NA","undefined","undefined","0","f","0","0","NA","NA","NA","NA","0","0","0","0","0","0","6","6","6","0","0","NA","0","0","0","0","NA","0","0","6","6","6","6","6","Wed Jun 28 15:06:53 2017","Forced-choice identification task with a practice and an experimental phase","yes","NAP-FC_GER_AA_ver-2.osexp","/Users/aviadalbert/Documents/Academisch/UoC/Dissertation/Experiment/OpenSesame/NAP-FC/NAP-FC_GER_AA/GER_AA_ver-2","yes","no","sans","no","20","no","black","no","Next","yes","768","legacy","6","6","0","/Users/aviadalbert/Documents/Academisch/UoC/Dissertation/Experiment/OpenSesame/NAP-FC/NAP-FC_GER_AA/GER_AA_ver-2/subject-2.csv","xpyriment","Jazzy James","3.1.6","yes","yes","5950408a6c613b0229e3e810","59504237594d9002288b1720","yes","no","0","j","f","NA","NA","space","space","j","625","22303","NA","NA","19749","10590","625","2","legacy","1024","1","44100","-16","experiment","zmal","24","Regensburg","1","0","1","German","English, Spanish Italian, French","2","even","Cologne, Munich","191131","NA","NA","NA","NA","NA","1474","NA","1475","1475","160510","180264","230934","229430","231561","213435","191127","NA","29540","134802","NA","190917","NA","191131","NA","230933","230934","NA","NA","229426","NAP perception","5","5741","7","yes","1024"
"75","yes","75","861.625","861.625","white","no","xpyriment","I have read and understood the information shown above","legacy","legacy","0","uniform","1","0","NA","undefined","undefined","1","j","0","0","NA","NA","NA","NA","0","0","0","0","0","0","7","7","7","0","0","NA","0","0","0","0","NA","0","0","7","7","7","7","7","Wed Jun 28 15:06:53 2017","Forced-choice identification task with a practice and an experimental phase","yes","NAP-FC_GER_AA_ver-2.osexp","/Users/aviadalbert/Documents/Academisch/UoC/Dissertation/Experiment/OpenSesame/NAP-FC/NAP-FC_GER_AA/GER_AA_ver-2","yes","no","sans","no","20","no","black","no","Next","yes","768","legacy","7","7","0","/Users/aviadalbert/Documents/Academisch/UoC/Dissertation/Experiment/OpenSesame/NAP-FC/NAP-FC_GER_AA/GER_AA_ver-2/subject-2.csv","xpyriment","Jazzy James","3.1.6","yes","yes","5950408a6c613b0229e3e810","59504237594d9002288b1720","yes","no","0","j","f","NA","NA","space","space","j","1152","22303","NA","NA","19749","10590","1152","2","legacy","1024","1","44100","-16","experiment","jeval","24","Regensburg","1","0","1","German","English, Spanish Italian, French","2","even","Cologne, Munich","191131","NA","NA","NA","NA","NA","1474","NA","1475","1475","160510","180264","233335","231832","234488","213435","191127","NA","29540","134802","NA","190917","NA","191131","NA","233335","233335","NA","NA","231828","NAP perception","6","6893","8","yes","1024"
"66.6666666667","yes","66.6666666667","860.666666667","860.666666667","white","no","xpyriment","I have read and understood the information shown above","legacy","legacy","0","uniform","0","0","NA","undefined","undefined","0","j","0","0","NA","NA","NA","NA","0","0","0","0","0","0","8","8","8","0","0","NA","0","0","0","0","NA","0","0","8","8","8","8","8","Wed Jun 28 15:06:53 2017","Forced-choice identification task with a practice and an experimental phase","yes","NAP-FC_GER_AA_ver-2.osexp","/Users/aviadalbert/Documents/Academisch/UoC/Dissertation/Experiment/OpenSesame/NAP-FC/NAP-FC_GER_AA/GER_AA_ver-2","yes","no","sans","no","20","no","black","no","Next","yes","768","legacy","8","8","0","/Users/aviadalbert/Documents/Academisch/UoC/Dissertation/Experiment/OpenSesame/NAP-FC/NAP-FC_GER_AA/GER_AA_ver-2/subject-2.csv","xpyriment","Jazzy James","3.1.6","yes","yes","5950408a6c613b0229e3e810","59504237594d9002288b1720","yes","no","0","f","f","NA","NA","space","space","f","853","22303","NA","NA","19749","10590","853","2","legacy","1024","1","44100","-16","experiment","enval","24","Regensburg","1","0","1","German","English, Spanish Italian, French","2","even","Cologne, Munich","191131","NA","NA","NA","NA","NA","1474","NA","1475","1475","160510","180264","236246","234742","237101","213435","191127","NA","29540","134802","NA","190917","NA","191131","NA","236245","236245","NA","NA","234738","NAP perception","6","7746","9","yes","1024"
"70","yes","70","845.7","845.7","white","no","xpyriment","I have read and understood the information shown above","legacy","legacy","0","uniform","1","0","NA","undefined","undefined","1","f","0","0","NA","NA","NA","NA","0","0","0","0","0","0","9","9","9","0","0","NA","0","0","0","0","NA","0","0","9","9","9","9","9","Wed Jun 28 15:06:53 2017","Forced-choice identification task with a practice and an experimental phase","yes","NAP-FC_GER_AA_ver-2.osexp","/Users/aviadalbert/Documents/Academisch/UoC/Dissertation/Experiment/OpenSesame/NAP-FC/NAP-FC_GER_AA/GER_AA_ver-2","yes","no","sans","no","20","no","black","no","Next","yes","768","legacy","9","9","0","/Users/aviadalbert/Documents/Academisch/UoC/Dissertation/Experiment/OpenSesame/NAP-FC/NAP-FC_GER_AA/GER_AA_ver-2/subject-2.csv","xpyriment","Jazzy James","3.1.6","yes","yes","5950408a6c613b0229e3e810","59504237594d9002288b1720","yes","no","0","f","f","NA","NA","space","space","f","711","22303","NA","NA","19749","10590","711","2","legacy","1024","1","44100","-16","experiment","vlal","24","Regensburg","1","0","1","German","English, Spanish Italian, French","2","even","Cologne, Munich","191131","NA","NA","NA","NA","NA","1474","NA","1475","1475","160510","180264","238883","237374","239595","213435","191127","NA","29540","134802","NA","190917","NA","191131","NA","238882","238882","NA","NA","237370","NAP perception","7","8457","10","yes","1024"
